issues,status,notes,id,category,brand,model,version,powertrain,fuel,year,price_eur,price_source,power_kw,power_cv,consumption_l_100km,consumption_kg_100km,consumption_kwh_100km,battery_kwh,range_wltp_km,emissions_g_km,image_url,source_url,motornet_detail_url
tutto ok,,,motornet_4d5e4578f7f615,electric,Lotus,Emeya 600 GT SE 4WD,Lotus Emeya 600 GT SE 4WD,Lotus Emeya 600 GT SE 4WD,elettrica,,121390.0,motornet_prezzo_di_listino,140.0,190.0,,,17.7,102.7,580.0,,assets/cars/motornet/motornet_4d5e4578f7f615.jpg,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2165,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2165
tutto ok,,,motornet_c8f37faeaef40c,electric,Lotus,Emeya 600 Sport SE 4WD,Lotus Emeya 600 Sport SE 4WD,Lotus Emeya 600 Sport SE 4WD,elettrica,,134790.0,motornet_prezzo_di_listino,140.0,190.0,,,17.7,102.7,580.0,,assets/cars/motornet/motornet_c8f37faeaef40c.jpg,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2166,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2166
tutto ok,,,motornet_6d3c202f62783b,electric,Lotus,Emeya 900 Sport 4WD,Lotus Emeya 900 Sport 4WD,Lotus Emeya 900 Sport 4WD,elettrica,,151190.0,motornet_prezzo_di_listino,250.0,340.0,,,22.4,108.6,485.0,,assets/cars/motornet/motornet_6d3c202f62783b.jpg,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2167,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2167
tutto ok,,,motornet_2b25680ae85fc2,electric,Lotus,Emeya 900 Sport Carbon 4WD,Lotus Emeya 900 Sport Carbon 4WD,Lotus Emeya 900 Sport Carbon 4WD,elettrica,,166490.0,motornet_prezzo_di_listino,250.0,340.0,,,22.4,108.6,485.0,,assets/cars/motornet/motornet_2b25680ae85fc2.jpg,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2168,https://www.motornet.it/auto/scheda-modello/modello/2589/allestimento/LOT2168
tutto ok,,,motornet_bd9e80dc321da0,electric,Lotus,Eletre 600 4WD,Lotus Eletre 600 4WD,Lotus Eletre 600 4WD,elettrica,,103990.0,motornet_prezzo_di_listino,140.0,190.0,,,21.4,128.4,600.0,,assets/cars/motornet/motornet_bd9e80dc321da0.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2169,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2169
tutto ok,,,motornet_a663ba57c51f68,electric,Lotus,Eletre 600 GT 4WD,Lotus Eletre 600 GT 4WD,Lotus Eletre 600 GT 4WD,elettrica,,112190.0,motornet_prezzo_di_listino,140.0,190.0,,,21.4,114.5,535.0,,assets/cars/motornet/motornet_a663ba57c51f68.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2170,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2170
tutto ok,,,motornet_7644946cc006b1,electric,Lotus,Eletre 600 GT SE 4WD,Lotus Eletre 600 GT SE 4WD,Lotus Eletre 600 GT SE 4WD,elettrica,,121390.0,motornet_prezzo_di_listino,140.0,190.0,,,21.4,114.5,535.0,,assets/cars/motornet/motornet_7644946cc006b1.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2171,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2171
tutto ok,,,motornet_6e0f2ad03ebb4c,electric,Lotus,Eletre 600 Sport SE 4WD,Lotus Eletre 600 Sport SE 4WD,Lotus Eletre 600 Sport SE 4WD,elettrica,,134790.0,motornet_prezzo_di_listino,140.0,190.0,,,21.4,113.4,530.0,,assets/cars/motornet/motornet_6e0f2ad03ebb4c.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2172,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2172
tutto ok,,,motornet_4061c3d10821e4,electric,Lotus,Eletre 600 Sport SE Executive 4WD 4p.ti,Lotus Eletre 600 Sport SE Executive 4WD 4p.ti,Lotus Eletre 600 Sport SE Executive 4WD 4p.ti,elettrica,,141510.0,motornet_prezzo_di_listino,140.0,190.0,,,21.4,113.4,530.0,,assets/cars/motornet/motornet_4061c3d10821e4.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2178,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2178
tutto ok,,,motornet_b6e2eaea75ba76,electric,Lotus,Eletre 900 Sport 4WD,Lotus Eletre 900 Sport 4WD,Lotus Eletre 900 Sport 4WD,elettrica,,151190.0,motornet_prezzo_di_listino,250.0,340.0,,,28.3,141.5,500.0,,assets/cars/motornet/motornet_b6e2eaea75ba76.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2173,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2173
tutto ok,,,motornet_2cfe7b124a4041,electric,Lotus,Eletre 900 Sport Carbon 4WD,Lotus Eletre 900 Sport Carbon 4WD,Lotus Eletre 900 Sport Carbon 4WD,elettrica,,166490.0,motornet_prezzo_di_listino,250.0,340.0,,,28.3,141.5,500.0,,assets/cars/motornet/motornet_2cfe7b124a4041.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2174,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2174
tutto ok,,,motornet_09515732ee5999,electric,Lotus,Eletre 900 Sport Carbon Executive 4WD 4p.ti,Lotus Eletre 900 Sport Carbon Executive 4WD 4p.ti,Lotus Eletre 900 Sport Carbon Executive 4WD 4p.ti,elettrica,,173210.0,motornet_prezzo_di_listino,250.0,340.0,,,28.3,141.5,500.0,,assets/cars/motornet/motornet_09515732ee5999.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2180,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2180
tutto ok,,,motornet_83ff3e68020cac,electric,Lotus,Eletre 900 Sport Executive 4WD 4p.ti,Lotus Eletre 900 Sport Executive 4WD 4p.ti,Lotus Eletre 900 Sport Executive 4WD 4p.ti,elettrica,,157910.0,motornet_prezzo_di_listino,250.0,340.0,,,28.3,141.5,500.0,,assets/cars/motornet/motornet_83ff3e68020cac.jpg,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2179,https://www.motornet.it/auto/scheda-modello/modello/2447/allestimento/LOT2179
tutto ok,,,motornet_bf484cce5428f4,thermal,Lotus,Eletre X 2.0 H1000,Lotus Eletre X 2.0 H1000,Lotus Eletre X 2.0 H1000,ibrida_benzina,,123990.0,motornet_prezzo_di_listino,205.0,279.0,7.0,,,,,50.0,,https://www.motornet.it/auto/scheda-modello/modello/2864/allestimento/LOT2189,https://www.motornet.it/auto/scheda-modello/modello/2864/allestimento/LOT2189
tutto ok,,,motornet_62e04e60ab83dc,thermal,Lotus,Eletre X 2.0 H550,Lotus Eletre X 2.0 H550,Lotus Eletre X 2.0 H550,ibrida_benzina,,99990.0,motornet_prezzo_di_listino,205.0,279.0,7.0,,,,,50.0,,https://www.motornet.it/auto/scheda-modello/modello/2864/allestimento/LOT2188,https://www.motornet.it/auto/scheda-modello/modello/2864/allestimento/LOT2188
tutto ok,,,motornet_5a699c73e8720d,thermal,Lynk & Co,01 1.5 TD phev Core 3DHT,Lynk & Co 01 1.5 TD phev Core 3DHT,Lynk & Co 01 1.5 TD phev Core 3DHT,ibrida_benzina,,40995.0,motornet_prezzo_di_listino,102.0,139.0,6.2,,,,,20.0,assets/cars/motornet/motornet_5a699c73e8720d.jpg,https://www.motornet.it/auto/scheda-modello/modello/2273/allestimento/LYN0005,https://www.motornet.it/auto/scheda-modello/modello/2273/allestimento/LYN0005
tutto ok,,,motornet_7d3fccfea4fd72,thermal,Lynk & Co,01 1.5 TD phev More 3DHT,Lynk & Co 01 1.5 TD phev More 3DHT,Lynk & Co 01 1.5 TD phev More 3DHT,ibrida_benzina,,44995.0,motornet_prezzo_di_listino,102.0,139.0,6.4,,,,,20.0,assets/cars/motornet/motornet_7d3fccfea4fd72.jpg,https://www.motornet.it/auto/scheda-modello/modello/2273/allestimento/LYN0006,https://www.motornet.it/auto/scheda-modello/modello/2273/allestimento/LYN0006
tutto ok,,,motornet_0c236b05035cfe,electric,Lynk & Co,02 Core,Lynk & Co 02 Core,Lynk & Co 02 Core,elettrica,,35495.0,motornet_prezzo_di_listino,75.0,102.0,,,17.6,76.6,435.0,,assets/cars/motornet/motornet_0c236b05035cfe.jpg,https://www.motornet.it/auto/scheda-modello/modello/2678/allestimento/LYN0003,https://www.motornet.it/auto/scheda-modello/modello/2678/allestimento/LYN0003
tutto ok,,,motornet_4c298c697c0477,electric,Lynk & Co,02 More,Lynk & Co 02 More,Lynk & Co 02 More,elettrica,,39495.0,motornet_prezzo_di_listino,75.0,102.0,,,17.1,76.1,445.0,,assets/cars/motornet/motornet_4c298c697c0477.jpg,https://www.motornet.it/auto/scheda-modello/modello/2678/allestimento/LYN0004,https://www.motornet.it/auto/scheda-modello/modello/2678/allestimento/LYN0004
tutto ok,,,motornet_281d8064898883,thermal,Lynk & Co,08 1.5 phev Core 3DHT,Lynk & Co 08 1.5 phev Core 3DHT,Lynk & Co 08 1.5 phev Core 3DHT,ibrida_benzina,,52995.0,motornet_prezzo_di_listino,102.0,139.0,6.5,,,,,23.0,assets/cars/motornet/motornet_281d8064898883.jpg,https://www.motornet.it/auto/scheda-modello/modello/2721/allestimento/LYN0007,https://www.motornet.it/auto/scheda-modello/modello/2721/allestimento/LYN0007
tutto ok,,,motornet_ae3fcbe3ef6124,thermal,Lynk & Co,1.5 phev More 3DHT,Lynk & Co 08 1.5 phev More 3DHT,Lynk & Co 08 1.5 phev More 3DHT,ibrida_benzina,,56995.0,motornet_prezzo_di_listino,102.0,139.0,6.5,,,,,23.0,assets/cars/motornet/motornet_ae3fcbe3ef6124.jpg,https://www.motornet.it/auto/scheda-modello/modello/2721/allestimento/LYN0008,https://www.motornet.it/auto/scheda-modello/modello/2721/allestimento/LYN0008
tutto ok,,,motornet_93c0e4573bb612,thermal,Mahindra,KUV100 1.2 K6+ FWD,Mahindra KUV100 1.2 K6+ FWD,Mahindra KUV100 1.2 K6+ FWD,benzina,,15645.0,motornet_prezzo_di_listino,64.0,87.0,7.9,,,,,179.0,assets/cars/motornet/motornet_93c0e4573bb612.jpg,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0140,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0140
tutto ok,,,motornet_dca34ce9faf5f7,thermal,Mahindra,KUV100 1.2 K8 FWD,Mahindra KUV100 1.2 K8 FWD,Mahindra KUV100 1.2 K8 FWD,benzina,,17645.0,motornet_prezzo_di_listino,64.0,87.0,7.9,,,,,179.0,assets/cars/motornet/motornet_dca34ce9faf5f7.jpg,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0141,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0141
tutto ok,,,motornet_bb4157415ccc42,thermal,Mahindra,KUV100 1.2 M-BiFuel K6+ FWD,Mahindra KUV100 1.2 M-BiFuel K6+ FWD,Mahindra KUV100 1.2 M-BiFuel K6+ FWD,gpl,,17395.0,motornet_prezzo_di_listino,63.0,85.0,7.9,,,,,179.0,assets/cars/motornet/motornet_bb4157415ccc42.jpg,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0142,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0142
tutto ok,,,motornet_3795b65b0c29c4,thermal,Mahindra,KUV100 1.2 M-BiFuel K8 FWD,Mahindra KUV100 1.2 M-BiFuel K8 FWD,Mahindra KUV100 1.2 M-BiFuel K8 FWD,gpl,,19395.0,motornet_prezzo_di_listino,63.0,85.0,7.9,,,,,179.0,assets/cars/motornet/motornet_3795b65b0c29c4.jpg,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0143,https://www.motornet.it/auto/scheda-modello/modello/1103/allestimento/MAH0143
tutto ok,,,motornet_457b579aa0ff85,thermal,Maserati,Granturismo 3.0 V6 Granturismo AWD Auto,Maserati Granturismo 3.0 V6 Granturismo AWD Auto,Maserati Granturismo 3.0 V6 Granturismo AWD Auto,benzina,,160900.0,motornet_prezzo_di_listino,360.0,490.0,10.0,,,,,228.0,assets/cars/motornet/motornet_457b579aa0ff85.jpg,https://www.motornet.it/auto/scheda-modello/modello/972/allestimento/MAS1010,https://www.motornet.it/auto/scheda-modello/modello/972/allestimento/MAS1010
tutto ok,,,motornet_b68b92599c5dcf,thermal,Maserati,Granturismo 3.0 V6 Trofeo AWD Auto,Maserati Granturismo 3.0 V6 Trofeo AWD Auto,Maserati Granturismo 3.0 V6 Trofeo AWD Auto,benzina,,199900.0,motornet_prezzo_di_listino,404.0,550.0,10.0,,,,,228.0,assets/cars/motornet/motornet_b68b92599c5dcf.jpg,https://www.motornet.it/auto/scheda-modello/modello/972/allestimento/MAS1007,https://www.motornet.it/auto/scheda-modello/modello/972/allestimento/MAS1007
tutto ok,,,motornet_f66fe64f757f80,electric,Maserati,Granturismo Folgore AWD,Maserati Granturismo Folgore AWD,Maserati Granturismo Folgore AWD,elettrica,,199800.0,motornet_prezzo_di_listino,141.0,192.0,,,22.1,99.5,450.0,,assets/cars/motornet/motornet_f66fe64f757f80.jpg,https://www.motornet.it/auto/scheda-modello/modello/972/allestimento/MAS0995,https://www.motornet.it/auto/scheda-modello/modello/972/allestimento/MAS0995
tutto ok,,,motornet_ed34fa6a230c9f,thermal,Maserati,Grancabrio 3.0 V6 Grancabrio AWD Auto,Maserati Grancabrio 3.0 V6 Grancabrio AWD Auto,Maserati Grancabrio 3.0 V6 Grancabrio AWD Auto,benzina,,169600.0,motornet_prezzo_di_listino,360.0,490.0,10.0,,,,,228.0,assets/cars/motornet/motornet_ed34fa6a230c9f.jpg,https://www.motornet.it/auto/scheda-modello/modello/955/allestimento/MAS1011,https://www.motornet.it/auto/scheda-modello/modello/955/allestimento/MAS1011
tutto ok,,,motornet_e152be46cd4232,thermal,Maserati,Grancabrio 3.0 V6 Trofeo AWD Auto,Maserati Grancabrio 3.0 V6 Trofeo AWD Auto,Maserati Grancabrio 3.0 V6 Trofeo AWD Auto,benzina,,211200.0,motornet_prezzo_di_listino,404.0,550.0,10.0,,,,,228.0,assets/cars/motornet/motornet_e152be46cd4232.jpg,https://www.motornet.it/auto/scheda-modello/modello/955/allestimento/MAS1009,https://www.motornet.it/auto/scheda-modello/modello/955/allestimento/MAS1009
tutto ok,,,motornet_02d9c6f7575550,electric,Maserati,Grancabrio Folgore AWD,Maserati Grancabrio Folgore AWD,Maserati Grancabrio Folgore AWD,elettrica,,208600.0,motornet_prezzo_di_listino,141.0,192.0,,,22.4,100.1,447.0,,assets/cars/motornet/motornet_02d9c6f7575550.jpg,https://www.motornet.it/auto/scheda-modello/modello/955/allestimento/MAS0998,https://www.motornet.it/auto/scheda-modello/modello/955/allestimento/MAS0998
tutto ok,,,motornet_6defef51b548c6,thermal,Maserati,MC20 3.0 V6 640cv GT2Stradale RWD,Maserati MC20 3.0 V6 640cv GT2Stradale RWD,Maserati MC20 3.0 V6 640cv GT2Stradale RWD,benzina,,311600.0,motornet_prezzo_di_listino,471.0,640.0,11.6,,,,,265.0,assets/cars/motornet/motornet_6defef51b548c6.jpg,https://www.motornet.it/auto/scheda-modello/modello/2260/allestimento/MAS1005,https://www.motornet.it/auto/scheda-modello/modello/2260/allestimento/MAS1005
tutto ok,,,motornet_629dab3f868512,thermal,Maserati,MCPura Coupe 3.0 V6 630cv RWD,Maserati MCPura Coupe 3.0 V6 630cv RWD,Maserati MCPura Coupe 3.0 V6 630cv RWD,benzina,,231355.0,motornet_prezzo_di_listino,463.0,630.0,11.5,,,,,261.0,assets/cars/motornet/motornet_629dab3f868512.jpg,https://www.motornet.it/auto/scheda-modello/modello/2758/allestimento/MAS1012,https://www.motornet.it/auto/scheda-modello/modello/2758/allestimento/MAS1012
tutto ok,,,motornet_10e9000daeaa42,thermal,Maserati,MCPura Cielo 3.0 V6 630cv RWD,Maserati MCPura Cielo 3.0 V6 630cv RWD,Maserati MCPura Cielo 3.0 V6 630cv RWD,benzina,,267101.0,motornet_prezzo_di_listino,463.0,630.0,11.7,,,,,265.0,assets/cars/motornet/motornet_10e9000daeaa42.jpg,https://www.motornet.it/auto/scheda-modello/modello/2757/allestimento/MAS1013,https://www.motornet.it/auto/scheda-modello/modello/2757/allestimento/MAS1013
tutto ok,,,motornet_eda047990172f9,thermal,Maserati,Grecale 3.0 V6 V6 530cv Trofeo AWD,Maserati Grecale 3.0 V6 V6 530cv Trofeo AWD,Maserati Grecale 3.0 V6 V6 530cv Trofeo AWD,benzina,,128100.0,motornet_prezzo_di_listino,390.0,530.0,11.2,,,,,254.0,assets/cars/motornet/motornet_eda047990172f9.jpg,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS0961,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS0961
tutto ok,,,motornet_fbe8b935a66537,electric,Maserati,Grecale Folgore,Maserati Grecale Folgore,Maserati Grecale Folgore,elettrica,,111600.0,motornet_prezzo_di_listino,136.0,185.0,,,24.0,120.0,500.0,,assets/cars/motornet/motornet_fbe8b935a66537.jpg,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS0996,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS0996
tutto ok,,,motornet_bf26654c827aeb,thermal,Maserati,Grecale 2.0 MHEV 250cv Grecale AWD Auto,Maserati Grecale 2.0 MHEV 250cv Grecale AWD Auto,Maserati Grecale 2.0 MHEV 250cv Grecale AWD Auto,ibrida_benzina,,85200.0,motornet_prezzo_di_listino,184.0,250.0,8.8,,,,,198.0,assets/cars/motornet/motornet_bf26654c827aeb.jpg,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS1002,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS1002
tutto ok,,,motornet_4229774d0eae1b,thermal,Maserati,Grecale 2.0 MHEV 300cv Grecale AWD Auto,Maserati Grecale 2.0 MHEV 300cv Grecale AWD Auto,Maserati Grecale 2.0 MHEV 300cv Grecale AWD Auto,ibrida_benzina,,85200.0,motornet_prezzo_di_listino,221.0,300.0,8.7,,,,,198.0,assets/cars/motornet/motornet_4229774d0eae1b.jpg,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS1003,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS1003
tutto ok,,,motornet_5edffd678f8798,thermal,Maserati,Grecale 2.0 MHEV 250cv Modena AWD Auto,Maserati Grecale 2.0 MHEV 250cv Modena AWD Auto,Maserati Grecale 2.0 MHEV 250cv Modena AWD Auto,ibrida_benzina,,92900.0,motornet_prezzo_di_listino,184.0,250.0,8.8,,,,,198.0,assets/cars/motornet/motornet_5edffd678f8798.jpg,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS1001,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS1001
tutto ok,,,motornet_035ec72c930bc3,thermal,Maserati,Grecale 2.0 MHEV 330cv Modena AWD Auto,Maserati Grecale 2.0 MHEV 330cv Modena AWD Auto,Maserati Grecale 2.0 MHEV 330cv Modena AWD Auto,ibrida_benzina,,92900.0,motornet_prezzo_di_listino,243.0,330.0,8.8,,,,,199.0,assets/cars/motornet/motornet_035ec72c930bc3.jpg,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS0960,https://www.motornet.it/auto/scheda-modello/modello/2457/allestimento/MAS0960
tutto ok,,,motornet_66c052099e388d,thermal,Maxus,T60 2.0 Twin Turbo Luxury AWD 8AT,Maxus T60 2.0 Twin Turbo Luxury AWD 8AT,Maxus T60 2.0 Twin Turbo Luxury AWD 8AT,diesel,,46318.0,motornet_prezzo_di_listino,159.0,216.0,9.1,,,,,239.0,,https://www.motornet.it/auto/scheda-modello/modello/2802/allestimento/MAX0004,https://www.motornet.it/auto/scheda-modello/modello/2802/allestimento/MAX0004
tutto ok,,,motornet_e981733fafdfad,thermal,Mazda,2 1.5 VVT-iE HYBRID Centre Line,Mazda 2 1.5 VVT-iE HYBRID Centre Line,Mazda 2 1.5 VVT-iE HYBRID Centre Line,ibrida_benzina,,26500.0,motornet_prezzo_di_listino,68.0,92.0,3.7,,,,,85.0,assets/cars/motornet/motornet_e981733fafdfad.jpg,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ152A,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ152A
tutto ok,,,motornet_2e51296e76923c,thermal,Mazda,2 1.5 VVT-iE HYBRID Exclusive Line,Mazda 2 1.5 VVT-iE HYBRID Exclusive Line,Mazda 2 1.5 VVT-iE HYBRID Exclusive Line,ibrida_benzina,,28400.0,motornet_prezzo_di_listino,68.0,92.0,3.7,,,,,85.0,assets/cars/motornet/motornet_2e51296e76923c.jpg,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ154A,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ154A
tutto ok,,,motornet_4c5d8d9077ab68,thermal,Mazda,2 1.5 VVT-iE HYBRID Homura,Mazda 2 1.5 VVT-iE HYBRID Homura,Mazda 2 1.5 VVT-iE HYBRID Homura,ibrida_benzina,,30400.0,motornet_prezzo_di_listino,68.0,92.0,3.7,,,,,85.0,assets/cars/motornet/motornet_4c5d8d9077ab68.jpg,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ155A,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ155A
tutto ok,,,motornet_04aab2f7d65f37,thermal,Mazda,2 1.5 VVT-iE HYBRID Homura Plus,Mazda 2 1.5 VVT-iE HYBRID Homura Plus,Mazda 2 1.5 VVT-iE HYBRID Homura Plus,ibrida_benzina,,32800.0,motornet_prezzo_di_listino,68.0,92.0,3.7,,,,,85.0,assets/cars/motornet/motornet_04aab2f7d65f37.jpg,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ156A,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ156A
tutto ok,,,motornet_78faf828bf025e,thermal,Mazda,2 1.5 VVT-iE HYBRID Prime Line,Mazda 2 1.5 VVT-iE HYBRID Prime Line,Mazda 2 1.5 VVT-iE HYBRID Prime Line,ibrida_benzina,,25500.0,motornet_prezzo_di_listino,68.0,92.0,3.7,,,,,85.0,assets/cars/motornet/motornet_78faf828bf025e.jpg,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ150A,https://www.motornet.it/auto/scheda-modello/modello/2162/allestimento/MAZ150A
tutto ok,,,motornet_9396acbafc297d,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line 2WD 6MT,ibrida_benzina,,33600.0,motornet_prezzo_di_listino,137.0,186.0,5.5,,,,,123.0,assets/cars/motornet/motornet_9396acbafc297d.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9929,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9929
tutto ok,,,motornet_27465300c3ee7c,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line 2WD 6AT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line 2WD 6AT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line 2WD 6AT,ibrida_benzina,,35600.0,motornet_prezzo_di_listino,137.0,186.0,6.1,,,,,135.0,assets/cars/motornet/motornet_27465300c3ee7c.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9932,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9932
tutto ok,,,motornet_aeeebe76f72828,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line Design 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line Design 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line Design 2WD 6MT,ibrida_benzina,,34750.0,motornet_prezzo_di_listino,137.0,186.0,5.5,,,,,123.0,assets/cars/motornet/motornet_aeeebe76f72828.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9930,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9930
tutto ok,,,motornet_6b14cc6278a677,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line Design 2WD 6AT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line Design 2WD 6AT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Centre Line Design 2WD 6AT,ibrida_benzina,,36750.0,motornet_prezzo_di_listino,137.0,186.0,6.1,,,,,135.0,assets/cars/motornet/motornet_6b14cc6278a677.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9933,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9933
tutto ok,,,motornet_1b90a4cc5d56ff,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line 2WD 6MT,ibrida_benzina,,36700.0,motornet_prezzo_di_listino,137.0,186.0,5.5,,,,,123.0,assets/cars/motornet/motornet_1b90a4cc5d56ff.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9935,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9935
tutto ok,,,motornet_1f4ee04645c063,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line 2WD 6AT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line 2WD 6AT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line 2WD 6AT,ibrida_benzina,,38700.0,motornet_prezzo_di_listino,137.0,186.0,6.1,,,,,135.0,assets/cars/motornet/motornet_1f4ee04645c063.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9939,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9939
tutto ok,,,motornet_67ea3958791955,thermal,Mazda,3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line tetto 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line tetto 2WD 6MT,Mazda 3 4 Porte 2.0 e-Skyactiv X M Hybrid 186cv Exclusive Line tetto 2WD 6MT,ibrida_benzina,,37450.0,motornet_prezzo_di_listino,137.0,186.0,5.5,,,,,123.0,assets/cars/motornet/motornet_67ea3958791955.jpg,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9936,https://www.motornet.it/auto/scheda-modello/modello/109/allestimento/MAZ9936
