issues,status,notes,id,category,brand,model,version,powertrain,fuel,year,price_eur,price_source,power_kw,power_cv,consumption_l_100km,consumption_kg_100km,consumption_kwh_100km,battery_kwh,range_wltp_km,emissions_g_km,image_url,source_url,motornet_detail_url
tutto ok,,,motornet_7ef9f8dc542b59,thermal,BMW,Serie 3 M Berlina 340d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 M Berlina 340d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 M Berlina 340d Mild Hybrid 48V xDrive MSport Pro Steptronic,ibrida_diesel,,78500.0,motornet_prezzo_di_listino,250.0,340.0,6.0,,,,,158.0,assets/cars/motornet/motornet_7ef9f8dc542b59.jpg,https://www.motornet.it/auto/scheda-modello/modello/2116/allestimento/BMW245E,https://www.motornet.it/auto/scheda-modello/modello/2116/allestimento/BMW245E
tutto ok,,,motornet_cca474f1405bc0,thermal,BMW,M3 Berlina 3.0,BMW M3 Berlina 3.0,BMW M3 Berlina 3.0,benzina,,104000.0,motornet_prezzo_di_listino,353.0,480.0,10.0,,,,,230.0,assets/cars/motornet/motornet_cca474f1405bc0.jpg,https://www.motornet.it/auto/scheda-modello/modello/1185/allestimento/BMW213E,https://www.motornet.it/auto/scheda-modello/modello/1185/allestimento/BMW213E
tutto ok,,,motornet_f0be3a419c1740,thermal,BMW,M3 Berlina 3.0 Competition Steptronic,BMW M3 Berlina 3.0 Competition Steptronic,BMW M3 Berlina 3.0 Competition Steptronic,benzina,,110200.0,motornet_prezzo_di_listino,375.0,510.0,9.7,,,,,220.0,assets/cars/motornet/motornet_f0be3a419c1740.jpg,https://www.motornet.it/auto/scheda-modello/modello/1185/allestimento/BMW214E,https://www.motornet.it/auto/scheda-modello/modello/1185/allestimento/BMW214E
tutto ok,,,motornet_ac7140d96aecec,thermal,BMW,M3 Berlina 3.0 xDrive Competition Steptronic,BMW M3 Berlina 3.0 xDrive Competition Steptronic,BMW M3 Berlina 3.0 xDrive Competition Steptronic,benzina,,115100.0,motornet_prezzo_di_listino,390.0,530.0,10.1,,,,,227.0,assets/cars/motornet/motornet_ac7140d96aecec.jpg,https://www.motornet.it/auto/scheda-modello/modello/1185/allestimento/BMW215E,https://www.motornet.it/auto/scheda-modello/modello/1185/allestimento/BMW215E
tutto ok,,,motornet_9e1cedab989bb6,thermal,BMW,Serie 3 Touring 318i Steptronic,BMW Serie 3 Touring 318i Steptronic,BMW Serie 3 Touring 318i Steptronic,benzina,,50300.0,motornet_prezzo_di_listino,115.0,156.0,6.7,,,,,151.0,assets/cars/motornet/motornet_9e1cedab989bb6.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW850D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW850D
tutto ok,,,motornet_00f589b0f82b0b,thermal,BMW,Serie 3 Touring 318i MSport Steptronic,BMW Serie 3 Touring 318i MSport Steptronic,BMW Serie 3 Touring 318i MSport Steptronic,benzina,,55150.0,motornet_prezzo_di_listino,115.0,156.0,6.7,,,,,151.0,assets/cars/motornet/motornet_00f589b0f82b0b.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW849D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW849D
tutto ok,,,motornet_eacf8029bee5c5,thermal,BMW,Serie 3 Touring 318i MSport Pro Steptronic,BMW Serie 3 Touring 318i MSport Pro Steptronic,BMW Serie 3 Touring 318i MSport Pro Steptronic,benzina,,56750.0,motornet_prezzo_di_listino,115.0,156.0,6.7,,,,,151.0,assets/cars/motornet/motornet_eacf8029bee5c5.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW265E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW265E
tutto ok,,,motornet_72c9d24dd95df3,thermal,BMW,Serie 3 Touring 320i Steptronic,BMW Serie 3 Touring 320i Steptronic,BMW Serie 3 Touring 320i Steptronic,benzina,,55900.0,motornet_prezzo_di_listino,135.0,184.0,6.7,,,,,151.0,assets/cars/motornet/motornet_72c9d24dd95df3.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW852D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW852D
tutto ok,,,motornet_985ebfc245fc80,thermal,BMW,Serie 3 Touring 320i MSport Steptronic,BMW Serie 3 Touring 320i MSport Steptronic,BMW Serie 3 Touring 320i MSport Steptronic,benzina,,60750.0,motornet_prezzo_di_listino,135.0,184.0,6.7,,,,,151.0,assets/cars/motornet/motornet_985ebfc245fc80.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW851D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW851D
tutto ok,,,motornet_37db8c4fdd16eb,thermal,BMW,Serie 3 Touring 320i MSport Pro Steptronic,BMW Serie 3 Touring 320i MSport Pro Steptronic,BMW Serie 3 Touring 320i MSport Pro Steptronic,benzina,,62350.0,motornet_prezzo_di_listino,135.0,184.0,6.8,,,,,153.0,assets/cars/motornet/motornet_37db8c4fdd16eb.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW266E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW266E
tutto ok,,,motornet_85423ad382bb2b,thermal,BMW,Serie 3 Touring 330i xDrive,BMW Serie 3 Touring 330i xDrive,BMW Serie 3 Touring 330i xDrive,benzina,,65000.0,motornet_prezzo_di_listino,180.0,245.0,7.3,,,,,164.0,assets/cars/motornet/motornet_85423ad382bb2b.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW856D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW856D
tutto ok,,,motornet_4019bfd2211b77,thermal,BMW,Serie 3 Touring 330i xDrive MSport,BMW Serie 3 Touring 330i xDrive MSport,BMW Serie 3 Touring 330i xDrive MSport,benzina,,69850.0,motornet_prezzo_di_listino,180.0,245.0,7.3,,,,,164.0,assets/cars/motornet/motornet_4019bfd2211b77.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW855D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW855D
tutto ok,,,motornet_c75d48d3ab6307,thermal,BMW,Serie 3 Touring 330i xDrive MSport Pro,BMW Serie 3 Touring 330i xDrive MSport Pro,BMW Serie 3 Touring 330i xDrive MSport Pro,benzina,,71450.0,motornet_prezzo_di_listino,180.0,245.0,7.3,,,,,164.0,assets/cars/motornet/motornet_c75d48d3ab6307.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW269E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW269E
tutto ok,,,motornet_9f87b3444a8ebc,thermal,BMW,Serie 3 Touring 330e Steptronic,BMW Serie 3 Touring 330e Steptronic,BMW Serie 3 Touring 330e Steptronic,ibrida_benzina,,63900.0,motornet_prezzo_di_listino,135.0,184.0,7.1,,,,,20.0,assets/cars/motornet/motornet_9f87b3444a8ebc.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW248E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW248E
tutto ok,,,motornet_9687826b0a33aa,thermal,BMW,Serie 3 Touring 330e Hybrid Edition Steptronic,BMW Serie 3 Touring 330e Hybrid Edition Steptronic,BMW Serie 3 Touring 330e Hybrid Edition Steptronic,ibrida_benzina,,56500.0,motornet_prezzo_di_listino,135.0,184.0,7.1,,,,,21.0,assets/cars/motornet/motornet_9687826b0a33aa.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW388E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW388E
tutto ok,,,motornet_f1dec2406b21c4,thermal,BMW,Serie 3 Touring 330e MSport Steptronic,BMW Serie 3 Touring 330e MSport Steptronic,BMW Serie 3 Touring 330e MSport Steptronic,ibrida_benzina,,67450.0,motornet_prezzo_di_listino,135.0,184.0,7.4,,,,,20.0,assets/cars/motornet/motornet_f1dec2406b21c4.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW247E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW247E
tutto ok,,,motornet_5dc9abc95f94f0,thermal,BMW,Serie 3 Touring 330e MSport Pro Steptronic,BMW Serie 3 Touring 330e MSport Pro Steptronic,BMW Serie 3 Touring 330e MSport Pro Steptronic,ibrida_benzina,,69050.0,motornet_prezzo_di_listino,135.0,184.0,7.5,,,,,20.0,assets/cars/motornet/motornet_5dc9abc95f94f0.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW250E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW250E
tutto ok,,,motornet_4e0c2b99857348,thermal,BMW,Serie 3 Touring 330e xDrive Steptronic,BMW Serie 3 Touring 330e xDrive Steptronic,BMW Serie 3 Touring 330e xDrive Steptronic,ibrida_benzina,,69300.0,motornet_prezzo_di_listino,135.0,184.0,1.0,,,,,23.0,assets/cars/motornet/motornet_4e0c2b99857348.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW254E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW254E
tutto ok,,,motornet_f6cd767b537199,thermal,BMW,Serie 3 Touring 330e xDrive MSport Steptronic,BMW Serie 3 Touring 330e xDrive MSport Steptronic,BMW Serie 3 Touring 330e xDrive MSport Steptronic,ibrida_benzina,,72850.0,motornet_prezzo_di_listino,135.0,184.0,1.0,,,,,23.0,assets/cars/motornet/motornet_f6cd767b537199.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW252E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW252E
tutto ok,,,motornet_1c3c5e1a5e55ff,thermal,BMW,Serie 3 Touring 330e xDrive MSport Pro Steptronic,BMW Serie 3 Touring 330e xDrive MSport Pro Steptronic,BMW Serie 3 Touring 330e xDrive MSport Pro Steptronic,ibrida_benzina,,74450.0,motornet_prezzo_di_listino,135.0,184.0,1.0,,,,,23.0,assets/cars/motornet/motornet_1c3c5e1a5e55ff.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW259E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW259E
tutto ok,,,motornet_bbf8eb5b614b65,thermal,BMW,Serie 3 Touring 318d Mild Hybrid 48V Steptronic,BMW Serie 3 Touring 318d Mild Hybrid 48V Steptronic,BMW Serie 3 Touring 318d Mild Hybrid 48V Steptronic,ibrida_diesel,,55000.0,motornet_prezzo_di_listino,110.0,150.0,5.0,,,,,132.0,assets/cars/motornet/motornet_bbf8eb5b614b65.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW867D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW867D
tutto ok,,,motornet_cbfa4251a11805,thermal,BMW,Serie 3 Touring 318d Mild Hybrid 48V MSport Steptronic,BMW Serie 3 Touring 318d Mild Hybrid 48V MSport Steptronic,BMW Serie 3 Touring 318d Mild Hybrid 48V MSport Steptronic,ibrida_diesel,,59850.0,motornet_prezzo_di_listino,110.0,150.0,5.0,,,,,132.0,assets/cars/motornet/motornet_cbfa4251a11805.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW866D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW866D
tutto ok,,,motornet_c96c670e6458c7,thermal,BMW,Serie 3 Touring 318d Mild Hybrid 48V MSport Pro Steptronic,BMW Serie 3 Touring 318d Mild Hybrid 48V MSport Pro Steptronic,BMW Serie 3 Touring 318d Mild Hybrid 48V MSport Pro Steptronic,ibrida_diesel,,61450.0,motornet_prezzo_di_listino,110.0,150.0,5.1,,,,,134.0,assets/cars/motornet/motornet_c96c670e6458c7.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW271E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW271E
tutto ok,,,motornet_4ba1648c49a717,thermal,BMW,Serie 3 Touring 320d Mild Hybrid 48V Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V Steptronic,ibrida_diesel,,57000.0,motornet_prezzo_di_listino,140.0,190.0,5.0,,,,,132.0,assets/cars/motornet/motornet_4ba1648c49a717.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW869D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW869D
tutto ok,,,motornet_07c52b8c9855bf,thermal,BMW,Serie 3 Touring 320d Mild Hybrid 48V MSport Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V MSport Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V MSport Steptronic,ibrida_diesel,,61850.0,motornet_prezzo_di_listino,140.0,190.0,5.0,,,,,132.0,assets/cars/motornet/motornet_07c52b8c9855bf.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW868D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW868D
tutto ok,,,motornet_cdc87110f0da08,thermal,BMW,Serie 3 Touring 320d Mild Hybrid 48V MSport Pro Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V MSport Pro Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V MSport Pro Steptronic,ibrida_diesel,,63450.0,motornet_prezzo_di_listino,140.0,190.0,5.1,,,,,134.0,assets/cars/motornet/motornet_cdc87110f0da08.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW272E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW272E
tutto ok,,,motornet_ff5dddaa114928,thermal,BMW,Serie 3 Touring 320d Mild Hybrid 48V xDrive Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V xDrive Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V xDrive Steptronic,ibrida_diesel,,58200.0,motornet_prezzo_di_listino,140.0,190.0,5.3,,,,,139.0,assets/cars/motornet/motornet_ff5dddaa114928.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW871D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW871D
tutto ok,,,motornet_e6beee00feb5eb,thermal,BMW,Serie 3 Touring 320d Mild Hybrid 48V xDrive MSport Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V xDrive MSport Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V xDrive MSport Steptronic,ibrida_diesel,,63050.0,motornet_prezzo_di_listino,140.0,190.0,5.3,,,,,139.0,assets/cars/motornet/motornet_e6beee00feb5eb.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW870D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW870D
tutto ok,,,motornet_7a48a0ae8e468a,thermal,BMW,Serie 3 Touring 320d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 Touring 320d Mild Hybrid 48V xDrive MSport Pro Steptronic,ibrida_diesel,,64650.0,motornet_prezzo_di_listino,140.0,190.0,5.4,,,,,141.0,assets/cars/motornet/motornet_7a48a0ae8e468a.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW273E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW273E
tutto ok,,,motornet_3592f00c51d426,thermal,BMW,Serie 3 Touring 330d Mild Hybrid 48V xDrive Steptronic,BMW Serie 3 Touring 330d Mild Hybrid 48V xDrive Steptronic,BMW Serie 3 Touring 330d Mild Hybrid 48V xDrive Steptronic,ibrida_diesel,,66100.0,motornet_prezzo_di_listino,210.0,286.0,5.6,,,,,148.0,assets/cars/motornet/motornet_3592f00c51d426.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW875D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW875D
tutto ok,,,motornet_498d287195f5ab,thermal,BMW,Serie 3 Touring 330d Mild Hybrid 48V xDrive MSport Steptronic,BMW Serie 3 Touring 330d Mild Hybrid 48V xDrive MSport Steptronic,BMW Serie 3 Touring 330d Mild Hybrid 48V xDrive MSport Steptronic,ibrida_diesel,,70950.0,motornet_prezzo_di_listino,210.0,286.0,5.6,,,,,148.0,assets/cars/motornet/motornet_498d287195f5ab.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW874D,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW874D
tutto ok,,,motornet_4568901f002bfa,thermal,BMW,Serie 3 Touring 330d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 Touring 330d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 Touring 330d Mild Hybrid 48V xDrive MSport Pro Steptronic,ibrida_diesel,,72550.0,motornet_prezzo_di_listino,210.0,286.0,5.8,,,,,153.0,assets/cars/motornet/motornet_4568901f002bfa.jpg,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW275E,https://www.motornet.it/auto/scheda-modello/modello/1657/allestimento/BMW275E
tutto ok,,,motornet_070ddbc101a50a,thermal,BMW,Serie 3 M Touring 340i Mild Hybrid 48V xDrive 392cv Steptronic,BMW Serie 3 M Touring 340i Mild Hybrid 48V xDrive 392cv Steptronic,BMW Serie 3 M Touring 340i Mild Hybrid 48V xDrive 392cv Steptronic,ibrida_benzina,,80500.0,motornet_prezzo_di_listino,288.0,392.0,7.3,,,,,165.0,assets/cars/motornet/motornet_070ddbc101a50a.jpg,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW487E,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW487E
tutto ok,,,motornet_7baf410c92945d,thermal,BMW,Serie 3 M Touring 340i Mild Hybrid 48V xDrive 392cv MSport Pro Steptronic,BMW Serie 3 M Touring 340i Mild Hybrid 48V xDrive 392cv MSport Pro Steptronic,BMW Serie 3 M Touring 340i Mild Hybrid 48V xDrive 392cv MSport Pro Steptronic,ibrida_benzina,,81700.0,motornet_prezzo_di_listino,288.0,392.0,7.3,,,,,165.0,assets/cars/motornet/motornet_7baf410c92945d.jpg,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW488E,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW488E
tutto ok,,,motornet_d178a32a68762e,thermal,BMW,Serie 3 M Touring 340d Mild Hybrid 48V xDrive Steptronic,BMW Serie 3 M Touring 340d Mild Hybrid 48V xDrive Steptronic,BMW Serie 3 M Touring 340d Mild Hybrid 48V xDrive Steptronic,ibrida_diesel,,78700.0,motornet_prezzo_di_listino,250.0,340.0,6.0,,,,,157.0,assets/cars/motornet/motornet_d178a32a68762e.jpg,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW876D,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW876D
tutto ok,,,motornet_e37c00c8eec671,thermal,BMW,Serie 3 M Touring 340d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 M Touring 340d Mild Hybrid 48V xDrive MSport Pro Steptronic,BMW Serie 3 M Touring 340d Mild Hybrid 48V xDrive MSport Pro Steptronic,ibrida_diesel,,79900.0,motornet_prezzo_di_listino,250.0,340.0,6.1,,,,,161.0,assets/cars/motornet/motornet_e37c00c8eec671.jpg,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW276E,https://www.motornet.it/auto/scheda-modello/modello/2133/allestimento/BMW276E
tutto ok,,,motornet_198e156ff097c7,thermal,BMW,M3 Touring 3.0 xDrive Competition M Steptronic,BMW M3 Touring 3.0 xDrive Competition M Steptronic,BMW M3 Touring 3.0 xDrive Competition M Steptronic,benzina,,120000.0,motornet_prezzo_di_listino,390.0,530.0,10.3,,,,,233.0,assets/cars/motornet/motornet_198e156ff097c7.jpg,https://www.motornet.it/auto/scheda-modello/modello/2425/allestimento/BMW216E,https://www.motornet.it/auto/scheda-modello/modello/2425/allestimento/BMW216E
tutto ok,,,motornet_75dac4c2e44f07,thermal,BMW,Serie 4 Coupe 420i Steptronic,BMW Serie 4 Coupe 420i Steptronic,BMW Serie 4 Coupe 420i Steptronic,benzina,,58500.0,motornet_prezzo_di_listino,135.0,184.0,6.3,,,,,143.0,assets/cars/motornet/motornet_75dac4c2e44f07.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW024E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW024E
tutto ok,,,motornet_e87f1a9c3f5600,thermal,BMW,Serie 4 Coupe 420i MSport Steptronic,BMW Serie 4 Coupe 420i MSport Steptronic,BMW Serie 4 Coupe 420i MSport Steptronic,benzina,,62750.0,motornet_prezzo_di_listino,135.0,184.0,6.3,,,,,143.0,assets/cars/motornet/motornet_e87f1a9c3f5600.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW023E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW023E
tutto ok,,,motornet_a3ca3ab6dcdcc2,thermal,BMW,Serie 4 Coupe 420i MSport Pro Steptronic,BMW Serie 4 Coupe 420i MSport Pro Steptronic,BMW Serie 4 Coupe 420i MSport Pro Steptronic,benzina,,65250.0,motornet_prezzo_di_listino,135.0,184.0,6.3,,,,,143.0,assets/cars/motornet/motornet_a3ca3ab6dcdcc2.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW151E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW151E
tutto ok,,,motornet_53f7556e0d4693,thermal,BMW,Serie 4 Coupe 430i xDrive Steptronic,BMW Serie 4 Coupe 430i xDrive Steptronic,BMW Serie 4 Coupe 430i xDrive Steptronic,benzina,,66800.0,motornet_prezzo_di_listino,180.0,245.0,6.6,,,,,149.0,assets/cars/motornet/motornet_53f7556e0d4693.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW026E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW026E
tutto ok,,,motornet_80cb9b4e7719c2,thermal,BMW,Serie 4 Coupe 430i xDrive MSport Steptronic,BMW Serie 4 Coupe 430i xDrive MSport Steptronic,BMW Serie 4 Coupe 430i xDrive MSport Steptronic,benzina,,71050.0,motornet_prezzo_di_listino,180.0,245.0,6.6,,,,,149.0,assets/cars/motornet/motornet_80cb9b4e7719c2.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW025E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW025E
tutto ok,,,motornet_a7bba4342e1e37,thermal,BMW,Serie 4 Coupe 430i xDrive MSport Pro Steptronic,BMW Serie 4 Coupe 430i xDrive MSport Pro Steptronic,BMW Serie 4 Coupe 430i xDrive MSport Pro Steptronic,benzina,,73550.0,motornet_prezzo_di_listino,180.0,245.0,6.6,,,,,149.0,assets/cars/motornet/motornet_a7bba4342e1e37.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW152E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW152E
tutto ok,,,motornet_f4f64d8673c742,thermal,BMW,Serie 4 Coupe 420d 48V Steptronic,BMW Serie 4 Coupe 420d 48V Steptronic,BMW Serie 4 Coupe 420d 48V Steptronic,ibrida_diesel,,58600.0,motornet_prezzo_di_listino,140.0,190.0,4.5,,,,,118.0,assets/cars/motornet/motornet_f4f64d8673c742.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW029E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW029E
tutto ok,,,motornet_9526a3754211b2,thermal,BMW,Serie 4 Coupe 420d 48V MSport Steptronic,BMW Serie 4 Coupe 420d 48V MSport Steptronic,BMW Serie 4 Coupe 420d 48V MSport Steptronic,ibrida_diesel,,62850.0,motornet_prezzo_di_listino,140.0,190.0,4.5,,,,,118.0,assets/cars/motornet/motornet_9526a3754211b2.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW028E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW028E
tutto ok,,,motornet_84fa684675afd4,thermal,BMW,Serie 4 Coupe 420d 48V MSport Pro Steptronic,BMW Serie 4 Coupe 420d 48V MSport Pro Steptronic,BMW Serie 4 Coupe 420d 48V MSport Pro Steptronic,ibrida_diesel,,65350.0,motornet_prezzo_di_listino,140.0,190.0,4.5,,,,,118.0,assets/cars/motornet/motornet_84fa684675afd4.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW154E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW154E
tutto ok,,,motornet_fd56ef9cb750a4,thermal,BMW,Serie 4 Coupe 420d 48V xDrive Steptronic,BMW Serie 4 Coupe 420d 48V xDrive Steptronic,BMW Serie 4 Coupe 420d 48V xDrive Steptronic,ibrida_diesel,,61000.0,motornet_prezzo_di_listino,140.0,190.0,4.8,,,,,126.0,assets/cars/motornet/motornet_fd56ef9cb750a4.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW031E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW031E
tutto ok,,,motornet_1b26ca40942c48,thermal,BMW,Serie 4 Coupe 420d 48V xDrive MSport Steptronic,BMW Serie 4 Coupe 420d 48V xDrive MSport Steptronic,BMW Serie 4 Coupe 420d 48V xDrive MSport Steptronic,ibrida_diesel,,65250.0,motornet_prezzo_di_listino,140.0,190.0,4.8,,,,,126.0,assets/cars/motornet/motornet_1b26ca40942c48.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW030E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW030E
tutto ok,,,motornet_5f94effcf3d235,thermal,BMW,Serie 4 Coupe 420d 48V xDrive MSport Pro Steptronic,BMW Serie 4 Coupe 420d 48V xDrive MSport Pro Steptronic,BMW Serie 4 Coupe 420d 48V xDrive MSport Pro Steptronic,ibrida_diesel,,67750.0,motornet_prezzo_di_listino,140.0,190.0,4.8,,,,,126.0,assets/cars/motornet/motornet_5f94effcf3d235.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW155E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW155E
tutto ok,,,motornet_cd67a92e9f176c,thermal,BMW,Serie 4 Coupe 430d 48V xDrive Steptronic,BMW Serie 4 Coupe 430d 48V xDrive Steptronic,BMW Serie 4 Coupe 430d 48V xDrive Steptronic,ibrida_diesel,,65500.0,motornet_prezzo_di_listino,210.0,286.0,5.2,,,,,137.0,assets/cars/motornet/motornet_cd67a92e9f176c.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW033E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW033E
tutto ok,,,motornet_377dcf8f029ff1,thermal,BMW,Serie 4 Coupe 430d 48V xDrive MSport Steptronic,BMW Serie 4 Coupe 430d 48V xDrive MSport Steptronic,BMW Serie 4 Coupe 430d 48V xDrive MSport Steptronic,ibrida_diesel,,69750.0,motornet_prezzo_di_listino,210.0,286.0,5.2,,,,,137.0,assets/cars/motornet/motornet_377dcf8f029ff1.jpg,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW032E,https://www.motornet.it/auto/scheda-modello/modello/1659/allestimento/BMW032E
